ds,total_transactions,total_revenue_vnd,avg_transaction_vnd,unique_users,unique_merchants,unique_cities,error_transactions,fraud_transactions,max_transaction_vnd,min_transaction_vnd
2004-12-24,3,5669310.0,1889770.0,1,3,2,0,0,3656932.0,38441.0
2003-09-18,1,527910.0,527910.0,1,1,1,0,0,527910.0,527910.0
2003-04-21,2,4324916.0,2162458.0,1,2,2,0,0,4080050.0,244866.0
2003-06-28,2,1513694.0,756847.0,1,2,2,0,0,1235916.0,277778.0
2005-05-02,1,697210.0,697210.0,1,1,1,0,0,697210.0,697210.0
2002-12-01,2,5384160.0,2692080.0,1,2,2,0,0,3386789.0,1997371.0
2004-11-14,1,2381258.0,2381258.0,1,1,1,0,0,2381258.0,2381258.0
2004-06-02,2,1492631.0,746315.5,1,2,1,0,0,1455506.0,37125.0
2003-07-28,1,932335.0,932335.0,1,1,1,0,0,932335.0,932335.0
2004-04-26,2,8211969.0,4105984.5,1,2,2,0,0,4212751.0,3999218.0
2004-03-16,1,1538707.0,1538707.0,1,1,1,0,0,1538707.0,1538707.0
2003-12-02,3,4567939.0,1522646.3333333333,1,3,2,0,0,2921017.0,516325.0
2004-07-22,1,1007374.0,1007374.0,1,1,1,0,0,1007374.0,1007374.0
2002-11-04,3,5496061.0,1832020.3333333333,1,3,1,0,0,2038182.0,1464194.0
2004-01-01,1,2217487.0,2217487.0,1,1,1,0,0,2217487.0,2217487.0
2005-01-03,2,4980525.0,2490262.5,1,2,2,0,0,3931550.0,1048975.0
2003-09-14,1,267510.0,267510.0,1,1,1,0,0,267510.0,267510.0
2005-03-04,2,4167991.0,2083995.5,1,2,1,0,0,3387579.0,780412.0
2004-07-21,1,3000006.0,3000006.0,1,1,1,0,0,3000006.0,3000006.0
2004-07-18,7,1.1736725E7,1676675.0,1,4,3,0,0,3555036.0,-1658771.0
2003-11-22,2,2982628.0,1491314.0,1,2,2,0,0,1664563.0,1318065.0
2004-01-24,1,3449453.0,3449453.0,1,1,1,0,0,3449453.0,3449453.0
2003-02-28,2,1398897.0,699448.5,1,2,1,0,0,702213.0,696684.0
2003-01-21,1,1032387.0,1032387.0,1,1,1,0,0,1032387.0,1032387.0
2005-02-24,1,1092419.0,1092419.0,1,1,1,0,0,1092419.0,1092419.0
2004-10-09,1,2143764.0,2143764.0,1,1,1,0,0,2143764.0,2143764.0
2004-12-20,1,653240.0,653240.0,1,1,1,0,0,653240.0,653240.0
2004-09-02,1,2285681.0,2285681.0,1,1,1,0,0,2285681.0,2285681.0
2003-11-07,1,926805.0,926805.0,1,1,1,0,0,926805.0,926805.0
2005-07-06,1,2303322.0,2303322.0,1,1,1,0,0,2303322.0,2303322.0
2003-05-26,2,4252245.0,2126122.5,1,2,2,0,0,3842292.0,409953.0
2005-06-13,1,1757244.0,1757244.0,1,1,1,0,0,1757244.0,1757244.0
2005-07-31,1,2393369.0,2393369.0,1,1,1,0,0,2393369.0,2393369.0
2004-03-01,1,1746449.0,1746449.0,1,1,1,0,0,1746449.0,1746449.0
2002-09-29,4,1.1753577E7,2938394.25,1,2,2,0,0,4369677.0,1068459.0
2002-12-10,3,8121658.0,2707219.3333333335,1,3,2,0,0,3391792.0,1348870.0
2003-02-17,2,6951304.0,3475652.0,1,2,2,0,0,4888372.0,2062932.0
2004-06-26,2,1108744.0,554372.0,1,2,2,0,0,577147.0,531597.0
2003-05-25,5,6584004.0,1316800.8,1,5,2,0,0,3318068.0,440759.0
2002-09-05,4,6550829.0,1637707.25,1,4,3,0,0,2002900.0,1419434.0
2004-03-11,2,1696422.0,848211.0,1,2,2,0,0,1650345.0,46077.0
2003-09-05,2,2087418.0,1043709.0,1,2,2,0,0,1878624.0,208794.0
2003-04-11,1,3512908.0,3512908.0,1,1,1,0,0,3512908.0,3512908.0
2005-06-23,1,3117699.0,3117699.0,1,1,1,0,0,3117699.0,3117699.0
2004-07-28,1,4709066.0,4709066.0,1,1,1,0,0,4709066.0,4709066.0
2003-01-07,3,6687216.0,2229072.0,1,2,2,0,0,4139818.0,1226174.0
2003-07-18,1,941287.0,941287.0,1,1,1,0,0,941287.0,941287.0
2003-03-02,4,1.1911555E7,2977888.75,1,2,1,0,0,3933920.0,935231.0
2003-01-24,4,1.9220941E7,4805235.25,1,4,3,0,0,1.1380221E7,36598.0
2003-08-12,1,979201.0,979201.0,1,1,1,0,0,979201.0,979201.0
2003-03-15,2,2313590.0,1156795.0,1,2,2,0,0,1335705.0,977885.0
2004-05-30,1,2117961.0,2117961.0,1,1,1,0,0,2117961.0,2117961.0
2004-02-01,1,978412.0,978412.0,1,1,1,0,0,978412.0,978412.0
2004-06-23,2,4978945.0,2489472.5,1,2,2,0,0,3843609.0,1135336.0
2004-02-16,1,566088.0,566088.0,1,1,1,0,0,566088.0,566088.0
2003-01-12,3,4891268.0,1630422.6666666667,1,3,2,0,0,2459720.0,965247.0
2004-05-12,1,775673.0,775673.0,1,1,1,0,0,775673.0,775673.0
2003-04-10,5,8986852.0,1797370.4,1,4,4,0,0,3614278.0,124539.0
2002-12-08,4,1.1734357E7,2933589.25,1,4,2,0,0,5554513.0,1248028.0
2003-08-06,1,2828863.0,2828863.0,1,1,1,0,0,2828863.0,2828863.0
2002-11-20,3,5225128.0,1741709.3333333333,1,3,1,0,0,2189841.0,1428649.0
2004-07-26,1,973409.0,973409.0,1,1,1,0,0,973409.0,973409.0
2003-01-20,2,4236448.0,2118224.0,1,1,1,0,0,3957617.0,278831.0
2004-12-06,1,1721962.0,1721962.0,1,1,1,0,0,1721962.0,1721962.0
2003-10-18,1,951029.0,951029.0,1,1,1,0,0,951029.0,951029.0
2003-10-10,1,2468146.0,2468146.0,1,1,1,0,0,2468146.0,2468146.0
2005-04-14,1,945499.0,945499.0,1,1,1,0,0,945499.0,945499.0
2002-10-13,5,5898642.0,1179728.4,1,3,1,0,0,3565304.0,-2606640.0
2002-10-25,4,7816497.0,1954124.25,1,4,3,0,0,3912066.0,943130.0
2003-06-22,2,4287528.0,2143764.0,1,2,2,0,0,3960250.0,327278.0
2003-08-24,1,1624279.0,1624279.0,1,1,1,0,0,1624279.0,1624279.0
2002-09-10,4,8642459.0,2160614.75,1,4,2,0,0,4212751.0,772250.0
2004-08-07,1,3888896.0,3888896.0,1,1,1,0,0,3888896.0,3888896.0
2003-09-04,1,3383103.0,3383103.0,1,1,1,0,0,3383103.0,3383103.0
2003-07-13,1,291996.0,291996.0,1,1,1,0,0,291996.0,291996.0
2002-12-18,1,3413119.0,3413119.0,1,1,1,0,0,3413119.0,3413119.0
2003-01-16,1,961824.0,961824.0,1,1,1,0,0,961824.0,961824.0
2002-11-11,2,6761466.0,3380733.0,1,2,1,0,0,3435499.0,3325967.0
2004-03-28,2,8059520.0,4029760.0,1,2,2,0,0,4864148.0,3195372.0
2003-03-20,1,125066.0,125066.0,1,1,1,0,0,125066.0,125066.0
2002-10-07,1,3527126.0,3527126.0,1,1,1,0,0,3527126.0,3527126.0
2003-05-06,1,3179574.0,3179574.0,1,1,1,0,0,3179574.0,3179574.0
2002-11-07,2,6785689.0,3392844.5,1,2,2,0,0,3708801.0,3076888.0
2003-05-29,2,1826754.0,913377.0,1,2,2,0,0,1605585.0,221169.0
2004-12-27,1,837284.0,837284.0,1,1,1,0,0,837284.0,837284.0
2002-10-05,2,1843079.0,921539.5,1,2,1,0,0,1398897.0,444182.0
2003-05-04,2,4139818.0,2069909.0,1,2,2,0,0,3308326.0,831492.0
2005-04-17,1,1225647.0,1225647.0,1,1,1,0,0,1225647.0,1225647.0
2004-09-28,2,2111905.0,1055952.5,1,2,1,0,0,1870198.0,241707.0
2003-08-18,2,1661930.0,830965.0,1,2,2,0,0,848606.0,813324.0
2003-03-08,1,3628232.0,3628232.0,1,1,1,0,0,3628232.0,3628232.0
2004-03-31,1,798580.0,798580.0,1,1,1,0,0,798580.0,798580.0
2004-07-29,2,1783047.0,891523.5,1,2,1,0,0,1099528.0,683519.0
2004-07-25,2,716168.0,358084.0,1,2,1,0,0,426541.0,289627.0
2002-09-13,2,4507644.0,2253822.0,1,2,1,0,0,3338342.0,1169302.0
2005-01-19,1,5739874.0,5739874.0,1,1,1,0,0,5739874.0,5739874.0
2002-11-13,1,1682468.0,1682468.0,1,1,1,0,0,1682468.0,1682468.0
2002-09-23,3,6604015.0,2201338.3333333335,1,3,1,0,0,3551613.0,928912.0
2004-01-22,1,1303583.0,1303583.0,1,1,1,0,0,1303583.0,1303583.0
2003-02-10,4,6902066.0,1725516.5,1,4,1,0,0,3594530.0,386520.0
2004-05-22,2,2250662.0,1125331.0,1,2,1,0,0,1163246.0,1087416.0
2003-07-15,1,1319381.0,1319381.0,1,1,1,0,0,1319381.0,1319381.0
2003-10-26,1,179305.0,179305.0,1,1,1,0,0,179305.0,179305.0
2003-02-09,1,269616.0,269616.0,1,1,1,0,0,269616.0,269616.0
2005-04-28,1,3483419.0,3483419.0,1,1,1,0,0,3483419.0,3483419.0
2004-12-08,2,6827291.0,3413645.5,1,2,2,0,0,4194321.0,2632970.0
2004-05-31,1,274619.0,274619.0,1,1,1,0,0,274619.0,274619.0
2004-10-25,1,1065563.0,1065563.0,1,1,1,0,0,1065563.0,1065563.0
2004-08-30,1,3446294.0,3446294.0,1,1,1,0,0,3446294.0,3446294.0
2003-06-21,1,1162983.0,1162983.0,1,1,1,0,0,1162983.0,1162983.0
2004-07-15,3,1343868.0,447956.0,1,1,1,0,0,2343343.0,-2343343.0
2004-11-24,1,1105847.0,1105847.0,1,1,1,0,0,1105847.0,1105847.0
2002-12-15,3,4834395.0,1611465.0,1,3,3,0,0,1982889.0,1321751.0
2005-02-09,2,1490524.0,745262.0,1,2,2,0,0,1196158.0,294366.0
2004-09-09,1,3551350.0,3551350.0,1,1,1,0,0,3551350.0,3551350.0
2002-12-30,3,3175888.0,1058629.3333333333,1,3,1,0,0,1928650.0,162981.0
2005-02-15,3,6439191.0,2146397.0,1,3,1,0,0,4001851.0,1170355.0
2003-11-15,1,2845714.0,2845714.0,1,1,1,0,0,2845714.0,2845714.0
2003-12-25,3,2483153.0,827717.6666666666,1,2,2,0,0,1807270.0,228015.0
2003-03-22,1,966826.0,966826.0,1,1,1,0,0,966826.0,966826.0
2005-01-22,3,28700.0,9566.666666666666,1,2,2,0,0,4260672.0,-5739874.0
2003-08-04,1,1225647.0,1225647.0,1,1,1,0,0,1225647.0,1225647.0
2002-09-08,4,7223026.0,1805756.5,1,4,3,0,0,3882314.0,593998.0
2003-04-12,3,6479212.0,2159737.3333333335,1,3,3,0,0,5067414.0,554503.0
2002-12-27,2,4246453.0,2123226.5,1,2,2,0,0,3264619.0,981834.0
2003-03-13,2,4347822.0,2173911.0,1,2,2,0,0,3417331.0,930491.0
2004-02-22,3,3577153.0,1192384.3333333333,1,3,3,0,0,2632970.0,186941.0
2003-08-19,2,4592162.0,2296081.0,1,2,1,0,0,3566094.0,1026068.0
2003-04-14,2,2465249.0,1232624.5,1,2,1,0,0,1704584.0,760665.0
2005-05-20,2,2560827.0,1280413.5,1,2,1,0,0,1612431.0,948396.0
2005-03-14,1,980518.0,980518.0,1,1,1,0,0,980518.0,980518.0
2004-10-16,1,3552403.0,3552403.0,1,1,1,0,0,3552403.0,3552403.0
2005-01-31,1,404687.0,404687.0,1,1,1,0,0,404687.0,404687.0
2002-10-27,2,4425496.0,2212748.0,1,2,2,0,0,3449717.0,975779.0
2002-12-31,1,1114536.0,1114536.0,1,1,1,0,0,1114536.0,1114536.0
2005-02-21,1,1781994.0,1781994.0,1,1,1,0,0,1781994.0,1781994.0
2004-07-11,1,1256980.0,1256980.0,1,1,1,0,0,1256980.0,1256980.0
2004-03-20,1,2412064.0,2412064.0,1,1,1,0,0,2412064.0,2412064.0
2002-10-20,1,1080044.0,1080044.0,1,1,1,0,0,1080044.0,1080044.0
2002-12-28,5,8241458.0,1648291.6,1,5,4,0,0,4875207.0,159558.0
2003-01-30,2,865458.0,432729.0,1,2,1,0,0,772777.0,92681.0
2002-11-18,2,5983423.0,2991711.5,1,2,2,0,0,3352560.0,2630863.0
2004-02-06,1,1961826.0,1961826.0,1,1,1,0,0,1961826.0,1961826.0
2004-11-19,1,3582945.0,3582945.0,1,1,1,0,0,3582945.0,3582945.0
2005-01-01,1,1144552.0,1144552.0,1,1,1,0,0,1144552.0,1144552.0
2003-06-12,2,2661669.0,1330834.5,1,2,2,0,0,1787260.0,874409.0
2005-04-03,2,3787527.0,1893763.5,1,2,2,0,0,3172465.0,615062.0
2003-06-05,1,1944711.0,1944711.0,1,1,1,0,0,1944711.0,1944711.0
2002-10-04,1,3024492.0,3024492.0,1,1,1,0,0,3024492.0,3024492.0
2003-02-18,2,4316490.0,2158245.0,1,2,1,0,0,3100585.0,1215905.0
2004-05-25,2,7288060.0,3644030.0,1,2,2,0,0,4206432.0,3081628.0
2003-08-16,2,1954453.0,977226.5,1,2,1,0,0,1132177.0,822276.0
2004-11-17,1,2832549.0,2832549.0,1,1,1,0,0,2832549.0,2832549.0
2005-06-04,1,3266989.0,3266989.0,1,1,1,0,0,3266989.0,3266989.0
2003-01-06,3,7113231.0,2371077.0,1,3,2,0,0,3322018.0,1158243.0
2005-01-06,1,833335.0,833335.0,1,1,1,0,0,833335.0,833335.0
2003-01-31,1,3040553.0,3040553.0,1,1,1,0,0,3040553.0,3040553.0
2003-01-19,2,6173261.0,3086630.5,1,2,1,0,0,3612961.0,2560300.0
2004-08-16,2,1240129.0,620064.5,1,2,2,0,0,881255.0,358874.0
2003-03-19,1,3298058.0,3298058.0,1,1,1,0,0,3298058.0,3298058.0
2002-10-16,4,1.2126668E7,3031667.0,1,3,3,0,0,1.3724091E7,-5450247.0
2003-06-14,2,1935233.0,967616.5,1,1,1,0,0,1193262.0,741971.0
2005-03-30,2,-4115595.0,-2057797.5,1,1,1,0,0,3677995.0,-7793590.0
2005-01-28,1,1192735.0,1192735.0,1,1,1,0,0,1192735.0,1192735.0
2002-09-22,4,6813073.0,1703268.25,1,4,2,0,0,2182732.0,1250924.0
2002-11-19,3,7458413.0,2486137.6666666665,1,3,2,0,0,3543187.0,1393894.0
2005-01-17,2,3428916.0,1714458.0,1,2,2,0,0,3236446.0,192470.0
2005-07-05,1,2027387.0,2027387.0,1,1,1,0,0,2027387.0,2027387.0
2003-11-24,1,92154.0,92154.0,1,1,1,0,0,92154.0,92154.0
2004-09-08,2,1917329.0,958664.5,1,2,1,0,0,1714590.0,202739.0
2002-12-12,3,8743829.0,2914609.6666666665,1,3,2,0,0,3645873.0,2230652.0
2002-11-26,2,1.3337045E7,6668522.5,1,2,2,0,0,9998176.0,3338869.0
2004-12-17,4,1457876.0,364469.0,1,3,2,0,0,2986841.0,-3449190.0
2004-05-19,2,2363880.0,1181940.0,1,2,2,0,0,1820435.0,543445.0
2004-01-26,1,178779.0,178779.0,1,1,1,0,0,178779.0,178779.0
2005-07-12,2,1182993.0,591496.5,1,2,1,0,0,832808.0,350185.0
2004-04-09,1,44234.0,44234.0,1,1,1,0,0,44234.0,44234.0
2002-11-14,2,6972367.0,3486183.5,1,2,1,0,0,3988686.0,2983681.0
2004-12-01,1,378094.0,378094.0,1,1,1,0,0,378094.0,378094.0
2004-12-29,1,1532652.0,1532652.0,1,1,1,0,0,1532652.0,1532652.0
2004-01-09,1,2481574.0,2481574.0,1,1,1,0,0,2481574.0,2481574.0
2005-01-27,3,4562673.0,1520891.0,1,2,1,0,0,2463670.0,1001845.0
2003-02-16,2,5134818.0,2567409.0,1,2,1,0,0,4255669.0,879149.0
2002-10-10,1,3740397.0,3740397.0,1,1,1,0,0,3740397.0,3740397.0
2002-10-23,2,5777788.0,2888894.0,1,2,1,0,0,5308593.0,469195.0
2005-07-26,1,970249.0,970249.0,1,1,1,0,0,970249.0,970249.0
2005-07-13,3,1584521.0,528173.6666666666,1,1,1,0,0,1658771.0,-1658771.0
2003-08-30,2,3014487.0,1507243.5,1,2,1,0,0,2027913.0,986574.0
2003-07-14,1,225119.0,225119.0,1,1,1,0,0,225119.0,225119.0
2004-09-20,2,1580572.0,790286.0,1,2,2,0,0,966563.0,614009.0
2004-10-27,2,8272528.0,4136264.0,1,2,2,0,0,5029499.0,3243029.0
2004-08-12,1,964983.0,964983.0,1,1,1,0,0,964983.0,964983.0
2002-09-28,4,1.1293596E7,2823399.0,1,4,1,0,0,4037922.0,1458928.0
2004-08-04,3,7481319.0,2493773.0,1,3,2,0,0,3224861.0,1119275.0
2003-08-08,1,352555.0,352555.0,1,1,1,0,0,352555.0,352555.0
2003-02-13,2,3365988.0,1682994.0,1,2,1,0,0,3130601.0,235387.0
2005-06-05,3,2392579.0,797526.3333333334,1,3,3,0,0,1304373.0,303581.0
2003-06-06,3,7893906.0,2631302.0,1,3,2,0,0,4461040.0,1086100.0
2003-03-17,1,1492367.0,1492367.0,1,1,1,0,0,1492367.0,1492367.0
2003-03-18,1,3540291.0,3540291.0,1,1,1,0,0,3540291.0,3540291.0
2003-04-15,1,1645343.0,1645343.0,1,1,1,0,0,1645343.0,1645343.0
2004-08-27,2,1476306.0,738153.0,1,2,1,0,0,1141392.0,334914.0
2004-10-30,1,2575571.0,2575571.0,1,1,1,0,0,2575571.0,2575571.0
2004-08-06,1,2050030.0,2050030.0,1,1,1,0,0,2050030.0,2050030.0
2005-05-27,2,1854664.0,927332.0,1,2,1,0,0,1019749.0,834915.0
2002-10-17,1,3002902.0,3002902.0,1,1,1,0,0,3002902.0,3002902.0
2002-12-22,1,1414958.0,1414958.0,1,1,1,0,0,1414958.0,1414958.0
2003-12-19,4,2536077.0,634019.25,1,2,1,0,0,2001057.0,-2001057.0
2004-09-24,2,2417593.0,1208796.5,1,2,1,0,0,1337549.0,1080044.0
2005-03-09,1,2923386.0,2923386.0,1,1,1,0,0,2923386.0,2923386.0
2002-11-10,9,1.0856787E7,1206309.6666666667,1,4,3,0,0,4005800.0,-2580310.0
2002-10-29,2,1045552.0,522776.0,1,2,2,0,0,788574.0,256978.0
2003-06-01,4,5098482.0,1274620.5,1,4,3,0,0,1769882.0,1041866.0
2003-06-08,1,2272516.0,2272516.0,1,1,1,0,0,2272516.0,2272516.0
2004-08-13,1,2398899.0,2398899.0,1,1,1,0,0,2398899.0,2398899.0
2004-04-06,1,1502373.0,1502373.0,1,1,1,0,0,1502373.0,1502373.0
2004-09-22,1,2289894.0,2289894.0,1,1,1,0,0,2289894.0,2289894.0
2004-11-30,1,2694318.0,2694318.0,1,1,1,0,0,2694318.0,2694318.0
2005-04-05,4,8332559.0,2083139.75,1,3,1,0,0,3652456.0,1047922.0
2004-11-18,1,288837.0,288837.0,1,1,1,0,0,288837.0,288837.0
2002-11-25,6,9542145.0,1590357.5,1,4,4,0,0,3766726.0,-2606640.0
2003-01-08,2,4992901.0,2496450.5,1,2,1,0,0,3062144.0,1930757.0
2004-08-28,2,3474467.0,1737233.5,1,2,1,0,0,3213803.0,260664.0
2005-07-11,2,5350721.0,2675360.5,1,2,1,0,0,3790950.0,1559771.0
2005-05-17,1,2251716.0,2251716.0,1,1,1,0,0,2251716.0,2251716.0
2003-01-09,4,5274891.0,1318722.75,1,1,1,0,0,3497110.0,-2211694.0
2005-04-13,1,44760.0,44760.0,1,1,1,0,0,44760.0,44760.0
2003-08-11,2,4082156.0,2041078.0,1,2,1,0,0,3059511.0,1022645.0
2005-02-12,2,4050034.0,2025017.0,1,2,1,0,0,3147452.0,902582.0
2003-06-19,1,774356.0,774356.0,1,1,1,0,0,774356.0,774356.0
2004-08-23,1,278305.0,278305.0,1,1,1,0,0,278305.0,278305.0
2003-04-03,2,3585315.0,1792657.5,1,2,1,0,0,2191421.0,1393894.0
2002-09-27,3,7386270.0,2462090.0,1,3,2,0,0,5258304.0,610322.0
2002-12-26,3,5513438.0,1837812.6666666667,1,2,2,0,0,3005535.0,1000528.0
2002-10-08,3,7422868.0,2474289.3333333335,1,3,2,0,0,4073204.0,716694.0
2002-09-19,2,5824129.0,2912064.5,1,2,1,0,0,4426285.0,1397844.0
2004-10-02,1,1350977.0,1350977.0,1,1,1,0,0,1350977.0,1350977.0
2003-05-30,2,4367307.0,2183653.5,1,1,1,0,0,2402585.0,1964722.0
2005-03-24,1,3139816.0,3139816.0,1,1,1,0,0,3139816.0,3139816.0
2003-10-27,2,1283836.0,641918.0,1,2,2,0,0,1132177.0,151659.0
2002-10-01,3,4884686.0,1628228.6666666667,1,3,2,0,0,3152455.0,813588.0
2002-09-04,2,5722497.0,2861248.5,1,1,1,0,0,3251718.0,2470779.0
2002-10-14,3,3.5744404E7,1.1914801333333334E7,1,3,3,0,0,2.764144E7,2652717.0
2002-12-19,3,5293586.0,1764528.6666666667,1,3,3,0,0,3145346.0,891524.0
2002-09-14,2,4663779.0,2331889.5,1,2,1,0,0,4327812.0,335967.0
2003-07-20,2,1979467.0,989733.5,1,2,2,0,0,1480519.0,498948.0
2004-02-08,2,4231972.0,2115986.0,1,2,2,0,0,2172726.0,2059246.0
2003-11-05,1,3686157.0,3686157.0,1,1,1,0,0,3686157.0,3686157.0
2004-07-17,1,1270934.0,1270934.0,1,1,1,0,0,1270934.0,1270934.0
2005-01-05,1,159558.0,159558.0,1,1,1,0,0,159558.0,159558.0
2003-10-20,2,4083472.0,2041736.0,1,2,1,0,0,2963407.0,1120065.0
2003-11-21,4,5224339.0,1306084.75,1,4,3,0,0,3061617.0,288047.0
2002-11-08,2,4335185.0,2167592.5,1,2,1,0,0,3229074.0,1106111.0
2004-06-15,1,3807537.0,3807537.0,1,1,1,0,0,3807537.0,3807537.0
2004-06-03,1,2450768.0,2450768.0,1,1,1,0,0,2450768.0,2450768.0
2003-07-06,2,2602954.0,1301477.0,1,2,2,0,0,1704058.0,898896.0
2005-04-18,1,3119806.0,3119806.0,1,1,1,0,0,3119806.0,3119806.0
2003-04-02,2,5181158.0,2590579.0,1,2,2,0,0,3310696.0,1870462.0
2003-12-26,1,2848873.0,2848873.0,1,1,1,0,0,2848873.0,2848873.0
2002-10-06,1,3670096.0,3670096.0,1,1,1,0,0,3670096.0,3670096.0
2003-05-11,5,1.8693295E7,3738659.0,1,3,3,0,0,1.1321769E7,-1474463.0
2003-02-06,2,1445237.0,722618.5,1,2,2,0,0,1179044.0,266193.0
2003-06-18,2,5215650.0,2607825.0,1,2,2,0,0,3632445.0,1583205.0
2004-04-13,1,5906804.0,5906804.0,1,1,1,0,0,5906804.0,5906804.0
2004-08-05,1,3485788.0,3485788.0,1,1,1,0,0,3485788.0,3485788.0
2004-05-16,1,3412065.0,3412065.0,1,1,1,0,0,3412065.0,3412065.0
2005-05-29,1,734072.0,734072.0,1,1,1,0,0,734072.0,734072.0
2002-09-25,5,6777263.0,1355452.6,1,3,2,0,0,4272256.0,-2632970.0
2005-07-21,2,5558726.0,2779363.0,1,2,2,0,0,3936553.0,1622173.0
2003-03-24,2,2738552.0,1369276.0,1,2,1,0,0,1935233.0,803319.0
2004-03-21,1,1090839.0,1090839.0,1,1,1,0,0,1090839.0,1090839.0
2002-11-02,3,4620598.0,1540199.3333333333,1,3,2,0,0,3499216.0,318326.0
2002-11-28,2,3081364.0,1540682.0,1,2,2,0,0,2144027.0,937337.0
2005-03-27,3,1.2089017E7,4029672.3333333335,1,3,3,0,0,7793590.0,1834127.0
2003-06-30,1,1014747.0,1014747.0,1,1,1,0,0,1014747.0,1014747.0
2005-01-15,1,218800.0,218800.0,1,1,1,0,0,218800.0,218800.0
2002-10-03,3,4887845.0,1629281.6666666667,1,3,2,0,0,2705113.0,959454.0
2003-05-09,2,2550294.0,1275147.0,1,2,2,0,0,1810430.0,739864.0
2003-03-31,2,2646397.0,1323198.5,1,2,2,0,0,1589260.0,1057137.0
2003-06-20,3,3382313.0,1127437.6666666667,1,3,3,0,0,1352820.0,926279.0
2004-02-20,1,556083.0,556083.0,1,1,1,0,0,556083.0,556083.0
2005-03-06,1,3364409.0,3364409.0,1,1,1,0,0,3364409.0,3364409.0
2003-09-17,1,901265.0,901265.0,1,1,1,0,0,901265.0,901265.0
2003-11-16,1,1000528.0,1000528.0,1,1,1,0,0,1000528.0,1000528.0
2002-11-29,2,5576366.0,2788183.0,1,2,2,0,0,4555827.0,1020539.0
2003-07-23,2,1172198.0,586099.0,1,2,2,0,0,1132967.0,39231.0
2002-10-12,1,4448666.0,4448666.0,1,1,1,0,0,4448666.0,4448666.0
2005-04-25,1,1081361.0,1081361.0,1,1,1,0,0,1081361.0,1081361.0
2004-06-30,3,3398637.0,1132879.0,1,3,2,0,0,1775938.0,663245.0
2004-04-19,1,1808587.0,1808587.0,1,1,1,0,0,1808587.0,1808587.0
2005-03-13,1,7023973.0,7023973.0,1,1,1,0,0,7023973.0,7023973.0
2002-09-15,4,9436300.0,2359075.0,1,4,2,0,0,3325177.0,1074515.0
2002-11-27,3,1.0378113E7,3459371.0,1,3,1,0,0,3907853.0,2821227.0
2004-04-14,1,1224594.0,1224594.0,1,1,1,0,0,1224594.0,1224594.0
2003-04-01,3,6449196.0,2149732.0,1,3,2,0,0,4960515.0,409690.0
2003-04-17,2,4904432.0,2452216.0,1,2,2,0,0,4141661.0,762771.0
2003-12-27,2,1122171.0,561085.5,1,1,1,0,0,788574.0,333597.0
2004-03-25,1,70827.0,70827.0,1,1,1,0,0,70827.0,70827.0
2004-07-01,1,1606111.0,1606111.0,1,1,1,0,0,1606111.0,1606111.0
2003-03-10,2,1836233.0,918116.5,1,2,2,0,0,1520540.0,315693.0
2004-12-02,3,2818067.0,939355.6666666666,1,3,2,0,0,1973937.0,121906.0
2003-07-22,1,164297.0,164297.0,1,1,1,0,0,164297.0,164297.0
2003-04-22,1,833598.0,833598.0,1,1,1,0,0,833598.0,833598.0
2003-05-17,2,3906274.0,1953137.0,1,2,2,0,0,3284893.0,621381.0
2005-01-30,1,1129281.0,1129281.0,1,1,1,0,0,1129281.0,1129281.0
2004-10-07,1,1944185.0,1944185.0,1,1,1,0,0,1944185.0,1944185.0
2005-07-18,1,164561.0,164561.0,1,1,1,0,0,164561.0,164561.0
2002-11-30,2,3406009.0,1703004.5,1,2,1,0,0,2759615.0,646394.0
2004-02-03,2,1556085.0,778042.5,1,2,2,0,0,1162456.0,393629.0
2005-07-04,1,1861509.0,1861509.0,1,1,1,0,0,1861509.0,1861509.0
2003-12-13,1,1188786.0,1188786.0,1,1,1,0,0,1188786.0,1188786.0
2004-01-31,1,1237759.0,1237759.0,1,1,1,0,0,1237759.0,1237759.0
2004-12-04,1,894156.0,894156.0,1,1,1,0,0,894156.0,894156.0
2003-06-03,2,3942609.0,1971304.5,1,2,2,0,0,3097952.0,844657.0
2003-10-29,1,1373357.0,1373357.0,1,1,1,0,0,1373357.0,1373357.0
2004-09-19,1,3396531.0,3396531.0,1,1,1,0,0,3396531.0,3396531.0
2004-10-10,1,830702.0,830702.0,1,1,1,0,0,830702.0,830702.0
2003-11-19,1,1548449.0,1548449.0,1,1,1,0,0,1548449.0,1548449.0
2003-06-11,1,1124805.0,1124805.0,1,1,1,0,0,1124805.0,1124805.0
2003-01-22,1,2885471.0,2885471.0,1,1,1,0,0,2885471.0,2885471.0
2004-01-20,2,1826754.0,913377.0,1,2,2,0,0,1551609.0,275145.0
2005-02-26,1,160085.0,160085.0,1,1,1,0,0,160085.0,160085.0
2004-12-21,1,537126.0,537126.0,1,1,1,0,0,537126.0,537126.0
2003-06-10,2,3241185.0,1620592.5,1,2,2,0,0,3125598.0,115587.0
2004-12-19,1,2387314.0,2387314.0,1,1,1,0,0,2387314.0,2387314.0
2002-10-09,3,5327815.0,1775938.3333333333,1,3,3,0,0,3113487.0,816484.0
2005-07-07,2,1688260.0,844130.0,1,2,2,0,0,890997.0,797263.0
2004-09-21,2,4691162.0,2345581.0,1,2,2,0,0,4420493.0,270669.0
