ds,user_id,transaction_count,total_spent_vnd,avg_transaction_vnd,unique_merchants,unique_cities,error_count
2003-04-06,0,1,4162462.0,4162462.0,1,1,0
2004-05-30,0,1,2117961.0,2117961.0,1,1,0
2004-01-02,0,1,1544763.0,1544763.0,1,1,0
2002-12-06,0,1,2101900.0,2101900.0,1,1,0
2003-12-14,0,1,4261725.0,4261725.0,1,1,0
2003-01-03,0,1,3255930.0,3255930.0,1,1,0
2003-12-13,0,1,1188786.0,1188786.0,1,1,0
2005-06-12,0,1,1964195.0,1964195.0,1,1,0
2005-03-17,0,1,3228021.0,3228021.0,1,1,0
2005-01-05,0,1,159558.0,159558.0,1,1,0
2003-03-11,0,1,1031598.0,1031598.0,1,1,0
2003-11-03,0,1,1651925.0,1651925.0,1,1,0
2002-12-22,0,1,1414958.0,1414958.0,1,1,0
2003-06-09,0,1,1055558.0,1055558.0,1,1,0
2004-06-11,0,1,1812010.0,1812010.0,1,1,0
2004-09-22,0,1,2289894.0,2289894.0,1,1,0
2004-04-13,0,1,5906804.0,5906804.0,1,1,0
2004-10-10,0,1,830702.0,830702.0,1,1,0
2004-09-26,0,1,3020543.0,3020543.0,1,1,0
2003-10-04,0,1,1190629.0,1190629.0,1,1,0
2003-08-03,0,1,1069776.0,1069776.0,1,1,0
2003-03-09,0,1,956031.0,956031.0,1,1,0
2004-03-20,0,1,2412064.0,2412064.0,1,1,0
2003-11-02,0,1,2082416.0,2082416.0,1,1,0
2002-10-17,0,1,3002902.0,3002902.0,1,1,0
2005-04-25,0,1,1081361.0,1081361.0,1,1,0
2005-05-07,0,1,1066353.0,1066353.0,1,1,0
2004-05-31,0,1,274619.0,274619.0,1,1,0
2004-05-16,0,1,3412065.0,3412065.0,1,1,0
2003-08-31,0,1,3144556.0,3144556.0,1,1,0
2005-04-17,0,1,1225647.0,1225647.0,1,1,0
2003-06-30,0,1,1014747.0,1014747.0,1,1,0
2003-10-26,0,1,179305.0,179305.0,1,1,0
2002-12-04,0,1,2353612.0,2353612.0,1,1,0
2002-09-26,0,1,2458404.0,2458404.0,1,1,0
2005-05-16,0,1,2306218.0,2306218.0,1,1,0
2004-01-18,0,1,1477886.0,1477886.0,1,1,0
2003-04-26,0,1,3610855.0,3610855.0,1,1,0
2004-03-05,0,1,3180364.0,3180364.0,1,1,0
2005-05-29,0,1,734072.0,734072.0,1,1,0
2004-01-22,0,1,1303583.0,1303583.0,1,1,0
2004-06-29,0,1,1032914.0,1032914.0,1,1,0
2003-07-28,0,1,932335.0,932335.0,1,1,0
2005-02-14,0,1,2914697.0,2914697.0,1,1,0
2004-10-30,0,1,2575571.0,2575571.0,1,1,0
2002-12-05,0,1,261191.0,261191.0,1,1,0
2004-05-12,0,1,775673.0,775673.0,1,1,0
2005-07-01,0,1,800686.0,800686.0,1,1,0
2002-12-18,0,1,3413119.0,3413119.0,1,1,0
2003-06-11,0,1,1124805.0,1124805.0,1,1,0
2003-12-22,0,1,38441.0,38441.0,1,1,0
2003-11-16,0,1,1000528.0,1000528.0,1,1,0
2004-12-01,0,1,378094.0,378094.0,1,1,0
2004-09-02,0,1,2285681.0,2285681.0,1,1,0
2004-01-07,0,1,3159564.0,3159564.0,1,1,1
2005-03-31,0,1,1015010.0,1015010.0,1,1,0
2005-05-26,0,1,1053714.0,1053714.0,1,1,0
2004-01-01,0,1,2217487.0,2217487.0,1,1,0
2004-03-17,0,1,1036600.0,1036600.0,1,1,0
2002-10-10,0,1,3740397.0,3740397.0,1,1,0
2005-07-04,0,1,1861509.0,1861509.0,1,1,0
2005-04-14,0,1,945499.0,945499.0,1,1,0
2005-05-10,0,1,2660616.0,2660616.0,1,1,0
2004-08-08,0,1,3401270.0,3401270.0,1,1,0
2003-10-21,0,1,3155088.0,3155088.0,1,1,0
2004-05-28,0,1,302792.0,302792.0,1,1,0
2004-03-29,0,1,754346.0,754346.0,1,1,0
2005-06-02,0,1,1205110.0,1205110.0,1,1,0
2004-06-24,0,1,1508165.0,1508165.0,1,1,0
2002-12-31,0,1,1114536.0,1114536.0,1,1,0
2004-01-24,0,1,3449453.0,3449453.0,1,1,0
2005-06-22,0,1,1411008.0,1411008.0,1,1,0
2003-10-22,0,1,1330966.0,1330966.0,1,1,0
2004-10-07,0,1,1944185.0,1944185.0,1,1,0
2003-10-10,0,1,2468146.0,2468146.0,1,1,0
2005-03-23,0,1,720907.0,720907.0,1,1,0
2003-10-05,0,1,609796.0,609796.0,1,1,0
2004-04-06,0,1,1502373.0,1502373.0,1,1,0
2003-07-31,0,1,1017906.0,1017906.0,1,1,1
2005-05-17,0,1,2251716.0,2251716.0,1,1,0
2005-07-05,0,1,2027387.0,2027387.0,1,1,0
2003-11-07,0,1,926805.0,926805.0,1,1,0
2005-06-09,0,1,508690.0,508690.0,1,1,0
2004-01-26,0,1,178779.0,178779.0,1,1,0
2003-08-28,0,1,2246186.0,2246186.0,1,1,0
2003-12-05,0,1,854662.0,854662.0,1,1,0
2004-07-26,0,1,973409.0,973409.0,1,1,0
2003-08-01,0,1,30806.0,30806.0,1,1,0
2004-03-31,0,1,798580.0,798580.0,1,1,0
2003-06-23,0,1,2704323.0,2704323.0,1,1,0
2003-06-05,0,1,1944711.0,1944711.0,1,1,0
2004-12-19,0,1,2387314.0,2387314.0,1,1,0
2004-09-17,0,1,3071886.0,3071886.0,1,1,0
2004-07-27,0,1,1986049.0,1986049.0,1,1,0
2003-12-23,0,1,3462355.0,3462355.0,1,1,0
2003-03-17,0,1,1492367.0,1492367.0,1,1,0
2003-11-04,0,1,1047132.0,1047132.0,1,1,0
2003-08-08,0,1,352555.0,352555.0,1,1,0
2003-07-26,0,1,1924437.0,1924437.0,1,1,0
2004-06-10,0,1,5052405.0,5052405.0,1,1,0
2005-07-18,0,1,164561.0,164561.0,1,1,0
2004-10-03,0,1,318063.0,318063.0,1,1,0
2005-04-06,0,1,3020279.0,3020279.0,1,1,0
2005-05-31,0,1,991840.0,991840.0,1,1,0
2003-03-26,0,1,331228.0,331228.0,1,1,0
2004-07-02,0,1,172723.0,172723.0,1,1,0
2004-11-20,0,1,869670.0,869670.0,1,1,0
2003-02-07,0,1,665351.0,665351.0,1,1,0
2004-02-20,0,1,556083.0,556083.0,1,1,0
2003-08-04,0,1,1225647.0,1225647.0,1,1,0
2005-06-04,0,1,3266989.0,3266989.0,1,1,0
2003-08-09,0,1,2786208.0,2786208.0,1,1,0
2004-08-10,0,1,3615067.0,3615067.0,1,1,0
2004-06-15,0,1,3807537.0,3807537.0,1,1,0
2003-04-11,0,1,3512908.0,3512908.0,1,1,0
2005-02-08,0,1,1934706.0,1934706.0,1,1,0
2003-08-07,0,1,829122.0,829122.0,1,1,0
2004-08-05,0,1,3485788.0,3485788.0,1,1,0
2004-11-15,0,1,4129813.0,4129813.0,1,1,0
2003-07-15,0,1,1319381.0,1319381.0,1,1,0
2004-07-14,0,1,4291741.0,4291741.0,1,1,0
2004-08-30,0,1,3446294.0,3446294.0,1,1,0
2002-11-13,0,1,1682468.0,1682468.0,1,1,0
2002-12-29,0,1,4217227.0,4217227.0,1,1,0
2004-01-31,0,1,1237759.0,1237759.0,1,1,0
2005-01-01,0,1,1144552.0,1144552.0,1,1,0
2003-09-18,0,1,527910.0,527910.0,1,1,0
2004-01-09,0,1,2481574.0,2481574.0,1,1,0
2004-09-16,0,1,4198534.0,4198534.0,1,1,0
2003-12-28,0,1,275145.0,275145.0,1,1,1
2004-07-11,0,1,1256980.0,1256980.0,1,1,0
2003-11-05,0,1,3686157.0,3686157.0,1,1,0
2003-06-27,0,1,3310959.0,3310959.0,1,1,0
2003-08-06,0,1,2828863.0,2828863.0,1,1,0
2005-05-01,0,1,2975256.0,2975256.0,1,1,0
2005-06-13,0,1,1757244.0,1757244.0,1,1,0
2004-02-06,0,1,1961826.0,1961826.0,1,1,0
2004-09-09,0,1,3551350.0,3551350.0,1,1,0
2005-06-23,0,1,3117699.0,3117699.0,1,1,0
2003-07-22,0,1,164297.0,164297.0,1,1,0
2004-02-12,0,1,5175892.0,5175892.0,1,1,0
2003-07-24,0,1,3567411.0,3567411.0,1,1,0
2004-12-04,0,1,894156.0,894156.0,1,1,0
2005-02-07,0,1,3686157.0,3686157.0,1,1,0
2003-10-15,0,1,391259.0,391259.0,1,1,0
2004-12-20,0,1,653240.0,653240.0,1,1,0
2003-11-24,0,1,92154.0,92154.0,1,1,0
2004-07-22,0,1,1007374.0,1007374.0,1,1,0
2004-08-01,0,1,263824.0,263824.0,1,1,0
2004-04-03,0,1,987100.0,987100.0,1,1,0
2005-05-15,0,1,46604.0,46604.0,1,1,0
2003-04-15,0,1,1645343.0,1645343.0,1,1,0
2004-10-16,0,1,3552403.0,3552403.0,1,1,0
2004-10-09,0,1,2143764.0,2143764.0,1,1,0
2004-10-20,0,1,1181413.0,1181413.0,1,1,0
2005-07-10,0,1,52659.0,52659.0,1,1,0
2005-03-06,0,1,3364409.0,3364409.0,1,1,0
2005-01-25,0,1,798843.0,798843.0,1,1,0
2004-12-11,0,1,1281466.0,1281466.0,1,1,0
2004-02-16,0,1,566088.0,566088.0,1,1,0
2003-05-06,0,1,3179574.0,3179574.0,1,1,0
2004-11-30,0,1,2694318.0,2694318.0,1,1,0
2003-08-05,0,1,1635864.0,1635864.0,1,1,0
2002-12-14,0,1,3841503.0,3841503.0,1,1,0
2002-10-12,0,1,4448666.0,4448666.0,1,1,0
2002-10-06,0,1,3670096.0,3670096.0,1,1,0
2004-07-21,0,1,3000006.0,3000006.0,1,1,0
2004-10-22,0,1,708532.0,708532.0,1,1,0
2003-01-26,0,1,993683.0,993683.0,1,1,0
2003-01-16,0,1,961824.0,961824.0,1,1,0
2004-04-11,0,1,969723.0,969723.0,1,1,0
2003-05-20,0,1,371512.0,371512.0,1,1,0
2005-03-24,0,1,3139816.0,3139816.0,1,1,0
2005-08-05,0,1,3132971.0,3132971.0,1,1,0
2003-06-19,0,1,774356.0,774356.0,1,1,0
2005-02-25,0,1,2639815.0,2639815.0,1,1,0
2003-07-14,0,1,225119.0,225119.0,1,1,0
2003-02-25,0,1,973409.0,973409.0,1,1,0
2004-11-02,0,1,1927860.0,1927860.0,1,1,0
2004-11-21,0,1,977622.0,977622.0,1,1,0
2003-11-11,0,1,1158507.0,1158507.0,1,1,0
2002-10-04,0,1,3024492.0,3024492.0,1,1,0
2003-01-31,0,1,3040553.0,3040553.0,1,1,0
